15 0.031231
30 0.015634
45 0.010242
60 0.007480
75 0.005789
90 0.004643
105 0.003813
120 0.003185
135 0.002693
150 0.002299
165 0.001977
180 0.001710
195 0.001486
210 0.001296
225 0.001134
240 0.000995
255 0.000874
270 0.000770
285 0.000679
300 0.000600
315 0.000531
330 0.000470 
345 0.000416
360 0.000369
