15 0.0322628
30 0.017605
45 0.0130351
60 0.0109945
75 0.009938
90 0.0093513
105 0.0090153
120 0.0088243
135 0.0087195
150 0.0086691
165 0.0086522
180 0.0086564
195 0.0086738
210 0.0086986
225 0.0087279
240 0.0087594
255 0.0087904
270 0.0088219
285 0.0088517
300 0.0088804
315 0.0089075
330 0.0089322
345 0.0089546
360 0.0089757
