15 0.0010318
30 0.0019710
45 0.0027931
60 0.0035145
75 0.0041490
90 0.0047083
105 0.0052023
120 0.0056393
135 0.0060265
150 0.0063701
165 0.0066752
180 0.0069464
195 0.0071878
210 0.0074026
225 0.0075939
240 0.0077644
255 0.0079164
270 0.0080519
285 0.0081727
300 0.0082804
315 0.0083765
330 0.0084622
345 0.0085386
360 0.0086067
